,Biome,Region,Region_Plot,original.search,Binomial_correct,Genus,family,Tax_Level,DBH,BA
9135,Amazonia,STM,STM_363_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,16,0.020096
9136,Amazonia,STM,STM_363_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14.9,0.017427785
9137,Amazonia,STM,STM_363_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14.2,0.01582874
9138,Amazonia,STM,STM_363_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14,0.015386
9139,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,17.3,0.023494265
9140,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,18.5,0.026866625
9141,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14.8,0.01719464
9142,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,21.3,0.035614665
9143,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,13.6,0.01451936
9144,Amazonia,STM,STM_363_4,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,15.7,0.019349465
9145,Amazonia,STM,STM_363_6,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,25,0.0490625
9146,Amazonia,STM,STM_363_6,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,28.7,0.064659665
9147,Amazonia,STM,STM_363_7,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,11,0.0094985
9148,Amazonia,STM,STM_363_7,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,26.8,0.05638184
9149,Amazonia,STM,STM_363_8,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,18.6,0.02715786
9150,Amazonia,STM,STM_363_8,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,15.7,0.019349465
9151,Amazonia,STM,STM_399_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,15.8,0.01959674
9152,Amazonia,STM,STM_399_3,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,17,0.0226865
9153,Amazonia,STM,STM_399_7,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,13.9,0.015166985
9154,Amazonia,STM,STM_399_9,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14.7,0.016963065
9155,Amazonia,STM,STM_81_15,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,17,0.0226865
9156,Amazonia,STM,STM_81_15,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,33.8,0.08968154
9157,Amazonia,STM,STM_81_9,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,14.7,0.016963065
9158,Amazonia,STM,STM_81_9,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,16.1,0.020347985
9159,Amazonia,STM,STM_81_9,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,11.9,0.011116385
9160,Amazonia,STM,STM_81_9,Eschweilera grandiflora,Eschweilera grandiflora,Eschweilera,Lecythidaceae,species,11.6,0.01056296
9161,Amazonia,PGM,PGM_100_5,Eschweilera micrantha,Eschweilera micrantha,Eschweilera,Lecythidaceae,species,29,0.0660185
9162,Amazonia,PGM,PGM_369_4,Eschweilera micrantha,Eschweilera micrantha,Eschweilera,Lecythidaceae,species,11,0.0094985
9163,Amazonia,PGM,PGM_423_7,Eschweilera micrantha,Eschweilera micrantha,Eschweilera,Lecythidaceae,species,10.2,0.00816714
9164,Amazonia,PGM,PGM_443_1,Eschweilera micrantha,Eschweilera micrantha,Eschweilera,Lecythidaceae,species,22,0.037994
9165,Natlantic,PB,PB_Cuia,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26.13401241,0.053614448
9166,Natlantic,PB,PB_Flona,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.10934267,0.009688273
9167,Natlantic,PB,PB_Flona,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,33.99649849,0.09072731
9168,Natlantic,PB,PB_Flona,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,35.97007799,0.101566951
9169,Natlantic,PB,PB_Flona,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,36.06557377,0.10210696
9170,Natlantic,PB,PB_Gargau,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,38.38930447,0.115688488
9171,Natlantic,PB,PB_Gargau,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,42.14547191,0.139434903
9172,Natlantic,PB,PB_Gargau,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,32.53222983,0.083080159
9173,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,29.31720516,0.067470634
9174,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.70093904,0.012663137
9175,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.06430049,0.011425467
9176,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,16.74359382,0.022007313
9177,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13.56040108,0.014434931
9178,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,36.4475569,0.104281316
9179,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17.34840045,0.023625909
9180,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,14.29253541,0.016035711
9181,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,28.80789432,0.06514674
9182,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.93999682,0.028159793
9183,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21.04090403,0.034753492
9184,Natlantic,PB,PB_JBBM,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21.48655101,0.036241242
9185,Natlantic,PB,PB_MFC1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,40.76433121,0.13044586
9186,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.89171975,0.07491242
9187,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.7388535,0.012738853
9188,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,34.07643312,0.091154459
9189,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.42038217,0.012109873
9190,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.78343949,0.010899682
9191,Natlantic,PB,PB_MFC10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,48.08917197,0.181536624
9192,Natlantic,PB,PB_MFC11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.7388535,0.012738853
9193,Natlantic,PB,PB_MFC11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,16.24203822,0.020708599
9194,Natlantic,PB,PB_MFC24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13.69426752,0.014721338
9195,Natlantic,PB,PB_MFC24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,108.5987261,0.92580414
9196,Natlantic,PB,PB_MFC6,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26.24203822,0.054058599
9197,Natlantic,PB,PB_MRN11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.15286624,0.025867834
9198,Natlantic,PB,PB_UFPB,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,10.2180487,0.008196069
9199,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.04567882,0.009577551
9200,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.77781315,0.010889275
9201,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,29.38086901,0.067763984
9202,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.58984562,0.027128215
9203,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,29.09438166,0.066448919
9204,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17.85771128,0.025033481
9205,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20.84991246,0.03412543
9206,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21.20006366,0.035281252
9207,Natlantic,PB,PB_XemXem,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25.59286965,0.051417106
9208,Amazonia,PGM,PGM_44_2,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21,0.0346185
9209,Amazonia,STM,STM_260_3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,31.5,0.077891625
9210,Amazonia,STM,STM_261_10,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39,0.1193985
9211,Amazonia,STM,STM_307_1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19,0.0283385
9212,Amazonia,STM,STM_307_3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.8,0.12434714
9213,Amazonia,STM,STM_307_3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,58.5,0.268646625
9214,Amazonia,STM,STM_363_1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,33,0.0854865
9215,Amazonia,STM,STM_363_1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,22.5,0.039740625
9216,Amazonia,STM,STM_399_3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,14.7,0.016963065
9217,Amazonia,STM,STM_399_7,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.9,0.074952585
9218,Amazonia,STM,STM_399_7,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21.8,0.03730634
9219,Amazonia,STM,STM_399_7,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,14.1,0.015606585
9220,Amazonia,STM,STM_399_7,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,14,0.015386
9221,Satlantic,Una,Una_118_2,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12,0.011304
9222,Satlantic,Una,Una_171_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.8,0.01093034
9223,Satlantic,Una,Una_171_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,15.5,0.018859625
9224,Satlantic,Una,Una_171_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17.5,0.024040625
9225,Satlantic,Una,Una_171_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26,0.053066
9226,Satlantic,Una,Una_33_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.8,0.02774504
9227,Satlantic,Una,Una_33_2,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,29.6,0.06877856
9228,Satlantic,Una,Una_51_1,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19.7,0.030465065
9229,Satlantic,Una,Una_89_3,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.4,0.01207016
9230,Satlantic,Una,Una_89_3,eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,15,0.0176625
9231,Satlantic,Una,Una_ICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,14.96052967,0.01756967
9232,Satlantic,Una,Una_ICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13.27349121,0.013830567
9233,Satlantic,Una,Una_ICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24.63712758,0.047648562
9234,Satlantic,Una,Una_ICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,34.37738732,0.092771674
9235,Satlantic,Una,Una_ICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19.25770308,0.029112442
9236,Satlantic,Una,Una_IFR11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,23.45938375,0.043201901
9237,Satlantic,Una,Una_IFR11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,10.63152534,0.008872802
9238,Satlantic,Una,Una_IFR11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,36.51005857,0.104639274
9239,Satlantic,Una,Una_IFR11,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,28.2658518,0.062718233
9240,Satlantic,Una,Una_IFR21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24.03234021,0.04533794
9241,Satlantic,Una,Una_IFR21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.89152024,0.013046017
9242,Satlantic,Una,Una_IICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,15.91545709,0.019884189
9243,Satlantic,Una,Una_IICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,34.75935829,0.09484472
9244,Satlantic,Una,Una_IICO21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.55742297,0.027033669
9245,Satlantic,Una,Una_IIFR21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20.30812325,0.03237496
9246,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39,0.1193985
9247,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24,0.045216
9248,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,38,0.113354
9249,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,15.3,0.018376065
9250,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,37.6,0.11098016
9251,Natlantic,SGD,SGD_C1,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,35,0.0961625
9252,Natlantic,SGD,SGD_C15,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19.3,0.02923811
9253,Natlantic,SGD,SGD_C15,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,22.43,0.039508265
9254,Natlantic,SGD,SGD_C15,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26.7,0.055961865
9255,Natlantic,SGD,SGD_C15,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,40,0.1256
9256,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,32.9,0.084969185
9257,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.3,0.121242465
9258,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,46.5,0.169736625
9259,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24.82,0.048358543
9260,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,46.5,0.169736625
9261,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,54.2,0.23060474
9262,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,73.5,0.424076625
9263,Natlantic,SGD,SGD_C17,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,45,0.1589625
9264,Natlantic,SGD,SGD_C18,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,31.4,0.07739786
9265,Natlantic,SGD,SGD_C18,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,54.2,0.23060474
9266,Natlantic,SGD,SGD_C18,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.2,0.12062624
9267,Natlantic,SGD,SGD_C19,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20,0.0314
9268,Natlantic,SGD,SGD_C19,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.8,0.07446824
9269,Natlantic,SGD,SGD_C2,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,16.2,0.02060154
9270,Natlantic,SGD,SGD_C2,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13.5,0.014306625
9271,Natlantic,SGD,SGD_C2,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24,0.045216
9272,Natlantic,SGD,SGD_C2,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,49.3,0.190793465
9273,Natlantic,SGD,SGD_C3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,40.8,0.13067424
9274,Natlantic,SGD,SGD_C3,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.5,0.012265625
9275,Natlantic,SGD,SGD_C4,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17.2,0.02322344
9276,Natlantic,SGD,SGD_C4,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,22.2,0.03868794
9277,Natlantic,SGD,SGD_C4,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.7,0.073985465
9278,Natlantic,SGD,SGD_C21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.17,0.120441679
9279,Natlantic,SGD,SGD_C21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,59.6,0.27884456
9280,Natlantic,SGD,SGD_C21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17.1,0.022954185
9281,Natlantic,SGD,SGD_C21,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,52.9,0.219675185
9282,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,34.3,0.092354465
9283,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,54.1,0.229754585
9284,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.3,0.121242465
9285,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,17,0.0226865
9286,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25.4,0.05064506
9287,Natlantic,SGD,SGD_C22,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,35.4,0.09837306
9288,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.1,0.025717385
9289,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,55.6,0.24267176
9290,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,40.2,0.12685914
9291,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,41,0.1319585
9292,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,36.6,0.10515546
9293,Natlantic,SGD,SGD_C23,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13.1,0.013471385
9294,Natlantic,SGD,SGD_C24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,57.3,0.257738265
9295,Natlantic,SGD,SGD_C24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,38.5,0.116356625
9296,Natlantic,SGD,SGD_C24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,23.69,0.044055464
9297,Natlantic,SGD,SGD_C24,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,68.2,0.36512234
9298,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,23.5,0.043351625
9299,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,18.9,0.028040985
9300,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.6,0.07350426
9301,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20.3,0.032349065
9302,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,56.4,0.24970536
9303,Natlantic,SGD,SGD_C25,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,50,0.19625
9304,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,21.8,0.03730634
9305,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,47.8,0.17935994
9306,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,28.3,0.062869865
9307,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,34.8,0.09506664
9308,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25,0.0490625
9309,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.2,0.00984704
9310,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,44.2,0.15336074
9311,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,23.6,0.04372136
9312,Natlantic,SGD,SGD_C26,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25.6,0.05144576
9313,Natlantic,SGD,SGD_C27,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26.7,0.055961865
9314,Natlantic,SGD,SGD_C27,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,22.43,0.039493735
9315,Natlantic,SGD,SGD_C27,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19.3,0.029240465
9316,Natlantic,SGD,SGD_C27,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,40,0.1256
9317,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,39.3,0.121242465
9318,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,46.5,0.169736625
9319,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,54.2,0.23060474
9320,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,32.9,0.084969185
9321,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,45,0.1589625
9322,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,46.5,0.169736625
9323,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,24.82,0.048358543
9324,Natlantic,SGD,SGD_C29,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,73.5,0.424076625
9325,Natlantic,SGD,SGD_C30,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,30.8,0.07446824
9326,Natlantic,SGD,SGD_C30,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20,0.0314
9327,Natlantic,SGD,SGD_P45,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,11.4,0.0102
9328,Natlantic,SGD,SGD_P45,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,12.7,0.0127
9329,Natlantic,SGD,SGD_P45,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,16.8,0.0222
9330,Natlantic,SGD,SGD_P45,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,16.1,0.0204
9331,Natlantic,SGD,SGD_P47,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,23.6,0.0437
9332,Natlantic,SGD,SGD_P47,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,20.8,0.034
9333,Natlantic,SGD,SGD_P48,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,46.8,0.172
9334,Natlantic,SGD,SGD_P48,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25.5,0.0511
9335,Natlantic,SGD,SGD_P48,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,26.6,0.0556
9336,Natlantic,SGD,SGD_P48,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,25.8,0.0523
9337,Natlantic,SGD,SGD_P49,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,13,0.0133
9338,Natlantic,SGD,SGD_P50,Eschweilera ovata,Eschweilera ovata,Eschweilera,Lecythidaceae,species,19.5,0.0299
